code,description,message,cause,troubleshooting,component,equipment,,,
13016,Z-Drive가 “Work Stroke open” 위치에 도달하지 못할 경우 이 메시지가 활성화됩니다. Parker Z-Drive 제어부에서 전달된 내부 상태 메시지입니다.,Z-Drive 워크 스트로크 열림,1. Z-Drive 제어 이상,"1. 레이저 용접 툴의 제어 케이블(엔코더 케이블, 모터 케이블) 연결 상태를 확인하십시오.
2. LSS 컨트롤러를TEST모드로 전환하고 접근 권한을Maintenance로 설정하십시오.
3. Welding tool창에서Z-drive탭을 선택하십시오. 표시되는 위치를 확인하고 Z-Drive를 수동으로 구동하십시오.
4. 선택된 프로그램의 설정값과 실제 위치를 확인하십시오.
5. 시스템을 재시작하십시오.
6. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Z-drive/통신 케이블(1XG1 1XG2),Picker,,,
13016,Z-Drive가 “Work Stroke open” 위치에 도달하지 못할 경우 이 메시지가 활성화됩니다. Parker Z-Drive 제어부에서 전달된 내부 상태 메시지입니다.,Z-Drive 워크 스트로크 열림,1. Z-Drive 제어 이상,"1. 레이저 용접 툴의 제어 케이블(엔코더 케이블, 모터 케이블) 연결 상태를 확인하십시오.
2. LSS 컨트롤러를TEST모드로 전환하고 접근 권한을Maintenance로 설정하십시오.
3. Welding tool창에서Z-drive탭을 선택하십시오. 표시되는 위치를 확인하고 Z-Drive를 수동으로 구동하십시오.
4. 선택된 프로그램의 설정값과 실제 위치를 확인하십시오.
5. 시스템을 재시작하십시오.
6. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",통신 케이블(1XG1 1XG2),LSS Controller,,,
13017,Start신호가 있는 상태에서도 5초 이내에 전원 공급 장치를 켤 수 없는 경우 이 메시지가 활성화됩니다.,전원 공급 장치 타임아웃 오류,1. 추가적인 오류가 존재함,"1. 추가로 발생한 오류가 있는지 확인하고 이를 우선적으로 해결하십시오.
2. 추가적인 오류가 없는 경우 LSS 시스템을 재시작하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",파워 서플라이/MCU,LSS Controller,,,
13018,Seam drive 모터는 동작하지만 진단용 엔코더에서 응답 신호가 없는 경우 이 메시지가 활성화됩니다.,Seam drive 이동 이상,"1. 타이밍 벨트 느슨함 또는 파손
2. 엔코더 이상","1. 레이저 용접 툴 커버를 열고 벨트 손상 여부를 확인하십시오. 필요 시 타이밍 벨트를 교체하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Seam drive/타이밍 벨트/Encoder,Picker,,,
13020,LSS 제어와 클리닝 스테이션 또는 흡입 장치 간 통신 오류가 발생하면 이 메시지가 활성화됩니다.,장치 통신,1. LSS 제어와 클리닝 스테이션 또는 흡입 장치 간 통신 케이블이 연결되지 않았거나 손상됨,"1. LSS 제어와 클리닝 스테이션, 흡입 장치 제어 간 통신 케이블(CAN bus)이 정상적으로 연결되어 있고 손상되지 않았는지 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",통신 케이블(XP3),LSS Controller,,,
13024,Permission신호가 존재하는 상태에서 용접 광학계의 센서가 보호 유리 또는 보호 유리 드로어가 장착되지 않았다고 감지하면 이 메시지가 활성화됩니다.,보호 유리 미장착,"1. 용접 광학계에 보호 유리 또는 보호 유리 드로어가 장착되지 않음
2. 보호 유리 드로어와 광학계 간 전기 접점 불량
3. 용접 광학계 인터페이스와 제어 보드의 전기 연결부(ASZ-A1-X1) 간 연결 케이블 이상","1. 보호 유리 드로어와 보호 유리가 용접 광학계에 장착되어 있는지 확인하십시오. 필요 시 보호 유리를 삽입하고 드로어를 완전히 닫으십시오.
2. 용접 광학계 인터페이스의 케이블 연결 상태를 확인하십시오.
3. 연결 케이블의 연속성 테스트를 수행하고 필요 시 케이블을 교체하십시오.",보호 유리,Picker,,,
13025,레이저 용접 툴이 닫힌 상태에서 센서 핀 1이 작업물 표면과 접촉하지 않으면 이 메시지가 표시됩니다.,센서 핀 1,"1. 작업물이 올바른 위치에 없음
2. 센서 핀 이상","1. 작업물의 위치를 확인하십시오.
2. 센서 핀의 손상 여부를 확인하십시오.
3. 필요 시 압력 부품을 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",프레셔 피스,Picker,,,
13025,레이저 용접 툴이 닫힌 상태에서 센서 핀 1이 작업물 표면과 접촉하지 않으면 이 메시지가 표시됩니다.,센서 핀 1,"1. 작업물이 올바른 위치에 없음
2. 센서 핀 이상","1. 작업물의 위치를 확인하십시오.
2. 센서 핀의 손상 여부를 확인하십시오.
3. 필요 시 압력 부품을 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",위치 티칭,Robot,,,
13026,레이저 용접 툴이 닫힌 상태에서 센서 핀 2가 작업물 표면과 접촉하지 않으면 이 메시지가 표시됩니다.,센서 핀 2,"1. 작업물이 올바른 위치에 없음
2. 센서 핀 이상","1. 작업물의 위치를 확인하십시오.
2. 센서 핀의 손상 여부를 확인하십시오.
3. 필요 시 압력 부품을 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",프레셔 피스,Picker,,,
13026,레이저 용접 툴이 닫힌 상태에서 센서 핀 2가 작업물 표면과 접촉하지 않으면 이 메시지가 표시됩니다.,센서 핀 2,"1. 작업물이 올바른 위치에 없음
2. 센서 핀 이상","1. 작업물의 위치를 확인하십시오.
2. 센서 핀의 손상 여부를 확인하십시오.
3. 필요 시 압력 부품을 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",위치 티칭,Robot,,,
13027,Channel 1에 설정된 힘 설정값(모터 전류로 산출)이 목표값에 도달하지 못할 경우 이 메시지가 활성화됩니다.,Z-drive 힘 평가,"1. Z-drive 제어 오류
2. 클램핑 힘 설정값 오류","1. Safety창에서Summary탭을 선택하십시오.Force안전 신호의 상태와 어떤 힘 채널에 이상이 있는지 확인하십시오.
2. Config창에서Limits탭을 선택하고 클램핑 힘 설정값이 적절한지 확인하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",포스 센서,Picker,,,
13027,Channel 1에 설정된 힘 설정값(모터 전류로 산출)이 목표값에 도달하지 못할 경우 이 메시지가 활성화됩니다.,Z-drive 힘 평가,"1. Z-drive 제어 오류
2. 클램핑 힘 설정값 오류","1. Safety창에서Summary탭을 선택하십시오.Force안전 신호의 상태와 어떤 힘 채널에 이상이 있는지 확인하십시오.
2. Config창에서Limits탭을 선택하고 클램핑 힘 설정값이 적절한지 확인하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",프로그램 파라미터,LSS Controller,,,
13028,안전 제어에서 외부 힘 센서 및/또는 Z-drive(내부 센서)의 힘 평가가 정상 상태가 아니라고 보고되면 이 메시지가 활성화됩니다.,힘 평가 총합,"1. Z-drive 제어 오류
2. 클램핑 힘 설정 오류
3. 힘 센서 보정(calibration) 미실행","1. Safety창에서Summary탭을 선택하십시오.Force안전 신호 상태와 어떤 힘 채널에 이상이 있는지 확인하십시오.
2. Config창에서Limits탭을 선택하고 클램핑 힘 설정값이 적절한지 확인하십시오.
3. 두 개의 힘 센서를 모두 재보정하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",위치 티칭,Robot,,,
13028,안전 제어에서 외부 힘 센서 및/또는 Z-drive(내부 센서)의 힘 평가가 정상 상태가 아니라고 보고되면 이 메시지가 활성화됩니다.,힘 평가 총합,"1. Z-drive 제어 오류
2. 클램핑 힘 설정 오류
3. 힘 센서 보정(calibration) 미실행","1. Safety창에서Summary탭을 선택하십시오.Force안전 신호 상태와 어떤 힘 채널에 이상이 있는지 확인하십시오.
2. Config창에서Limits탭을 선택하고 클램핑 힘 설정값이 적절한지 확인하십시오.
3. 두 개의 힘 센서를 모두 재보정하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",포스 센서,Picker,,,
13029,용접 시작 시점에 “Work Stroke closed” 위치에 도달하기 전임에도 센서 핀 중 하나 또는 둘 모두가 접촉 상태를 보고하면 이 메시지가 활성화됩니다.,센서 핀 타당성 검사,"1. 용접 스패터 등으로 인해 센서 핀이 상부 압력 부품과 단락 발생
2. 센서 핀 이상","1. 압력 부품과 센서 핀이 손상되었는지 확인하십시오.
2. 용접 스패터 등으로 센서 핀이 압력 부품 표면에 접촉되어 있는지 확인하십시오.
3. 원인을 제거할 수 없는 경우 압력 부품을 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",프레셔 피스,Picker,,,
13029,용접 시작 시점에 “Work Stroke closed” 위치에 도달하기 전임에도 센서 핀 중 하나 또는 둘 모두가 접촉 상태를 보고하면 이 메시지가 활성화됩니다.,센서 핀 타당성 검사,"1. 용접 스패터 등으로 인해 센서 핀이 상부 압력 부품과 단락 발생
2. 센서 핀 이상","1. 압력 부품과 센서 핀이 손상되었는지 확인하십시오.
2. 용접 스패터 등으로 센서 핀이 압력 부품 표면에 접촉되어 있는지 확인하십시오.
3. 원인을 제거할 수 없는 경우 압력 부품을 교체하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",스패터/방청유,Customer,,,
13030,용접 프로그램 실행 중 레이저 출력이 설정 목표값 대비 ±10% 허용 오차 범위를 벗어나면 이 메시지가 표시됩니다. 현재 용접 프로그램 실행은 중단됩니다.,레이저 출력,1. 출력 변동,1. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.,레이저 모듈,LSS Controller,,,
13031,용접 프로그램 실행 중 Wobble drive의 주파수가 설정된 목표값 대비 ±10% 허용 오차 범위를 벗어나면 이 메시지가 활성화됩니다. 현재 용접 프로그램 실행은 중단됩니다.,Wobble 주파수,"1. Wobble drive 기계적 이상
2. Wobble drive 고장","1. 레이저 용접 툴 커버를 열고 기계적 이상(예: 풀린 볼트 등)이 있는지 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Wobble drive,Picker,,,
13032,용접 프로그램 실행 중 Seam drive의 속도가 설정된 목표값 대비 ±10% 허용 오차 범위를 벗어나면 이 메시지가 활성화됩니다. 현재 용접 프로그램 실행은 중단됩니다.,Seam drive 속도,"1. Seam drive 기계적 이상
2. 타이밍 벨트 손상 또는 장력 설정 이상","1. Seam drive에 기계적 문제가 있는지 확인하십시오.
2. 타이밍 벨트의 손상 여부 또는 장력 상태가 정상인지 확인하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Seam drive/타이밍 벨트/Encoder,Picker,,,
13034,작업자 측에서External permission신호가 수신되지 않으면 이 메시지가 활성화됩니다.,외부 Permission 미수신,1. 작업자 측 신호 비활성 상태 또는 인터페이스 오류,"1. 인터페이스 상태를 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",파라미터 설정,Robot,,,
13035,용접 중 Seam drive에서 다중 오류가 발생하면 이 메시지가 표시됩니다.,Seam drive,"1. Welding tool메뉴의Seam drive탭에서 오류 코드 확인 필요
2. Seam drive 제어부 내부 오류","1. Welding tool메뉴에서Seam Drive탭을 열어 Seam drive의 오류 코드를 확인하십시오. 해당 상태 코드를 IPG 서비스 부서에 전달하십시오.
2. 시스템을 재시작하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Seam drive,Picker,,,
13036,용접 공정이 완료되었음에도 레이저 출력이 계속 유지되면 이 메시지가 활성화됩니다. 현재 실행 중인 프로그램은 중단됩니다.,비정상 레이저 출력,1. 레이저와의 통신 오류,"1. Events메뉴에서Active events탭을 열어 발생한 알람을 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",LSS Controller,LSS Controller,,,
13037,Wobble drive에서 누적 오류가 발생하면 이 메시지가 활성화됩니다.,Wobble drive,1. Wobble drive탭(Welding tool메뉴)에서 오류 코드 확인 필요,"1. Welding tool메뉴에서Wobble Drive탭을 열어 Wobble drive의 오류 코드를 확인하십시오.
2. 해당 오류 코드를 IPG 서비스 부서에 전달하십시오.",Wobble drive,Picker,,,
13038,유량 스위치로부터 상태 신호가 감지되지 않으면 이 메시지가 활성화됩니다.,유량 스위치,"1. 냉각수 유량 없음
2. 유량 스위치 설정 오류
3. 유량 스위치 고장","1. 급수 상태가 정상인지 확인하십시오.
2. LSS 컨트롤러 캐비닛을 열고 유량 스위치를 점검하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",냉각 호스/펌프,LCI Chiller,,,
13039,상부 압력 부품의 보호 가스 유량이 정상 상태가 아닐 경우 이 메시지가 활성화됩니다.,상부 압력 부품 보호 가스 유량,1. 보호 가스 공급 중단,"1. 보호 가스 공급 상태를 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",보호 가스,Customer,,,
13040,하부 압력 부품의 보호 가스 유량이 정상 상태가 아닐 경우 이 메시지가 활성화됩니다.,하부 압력 부품 보호 가스 유량,1. 보호 가스 공급 중단,"1. 보호 가스 공급 상태를 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",보호 가스,Customer,,,
13043,이 메시지는 TEST 모드에서만 표시됩니다.,테스트 모드에서 사용자에 의해 프로그램 중단,1. 사용자가 제어 패널 또는 터치 스크린에서 동작을 수행함,"1. 테스트 절차를 다시 시작하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",LSS Controller,LSS Controller,,,
13045,보호 가스 센서에서 집합 알람이 발생하면 이 메시지가 표시됩니다.,보호 가스 센서,1. 보호 가스 공급 중단,"1. 보호 가스 공급 상태를 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",보호 가스,Customer,,,
13046,용접 공정 중 제어 패널에서Permission신호가 상실되면 이 메시지가 표시됩니다.,공정 중 조작 패널 Permission 신호 상실,"1. 제어 패널의 이네이블(Enable) 버튼이 눌려 있지 않음
2. 신호 케이블 접촉 불량","1. 제어 패널 후면의 이네이블 버튼을 눌러 주십시오.
2. LSS 컨트롤러의 케이블 및 커넥터 접속 상태를 확인하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",LSS Controller,LSS Controller,,,
11008,"레이저 용접 툴의 스트로크 횟수가 1000회를 초과했음에도 프레셔 피스에 대한 규정된 형상 점검이 수행되지 않았거나, 압력 부품이 교체되지 않았거나, LSS 시스템이 재시작되지 않은 경우 이 메시지가 활성화됩니다.",프레셔 피스 형상 점검,"1. 1000회 용접 이후 형상 점검이 수행되지 않음
2. 압력 부품이 교체되었거나 이상 상태임
3. LSS 시스템이 재시작됨","1. 압력 부품의 손상 여부를 확인하십시오.
2. 형상 점검 장치를 사용하여 압력 부품의 형상을 점검하십시오.",프레셔 피스,Picker,,,
11009,공정 파라미터(설정값/실제값 비교)의 평가가 정상 범위가 아닐 경우 이 메시지가 활성화됩니다.,공정 모니터링,"1. 공정 값에 대한 한계값 설정 오류
2. 하드웨어 이상","1. Monitoring메뉴에서Process Monitor서브메뉴를 선택하고, 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오. 필요 시 적절한 한계값으로 조정하십시오.
2. 관련 하드웨어를 점검하고 필요 시 원인을 제거하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공정 모니터링,LSS Controller,,,
11010,고객 측 E-Stop 회로가 차단되면 이 메시지가 활성화됩니다.,외부 E-Stop,"1. E-Stop 작동됨
2. 안전 인터페이스가 미연결되었거나 잘못 연결됨","1. E-Stop을 해제(리셋)하십시오.
2. 안전 인터페이스의 커넥터 연결 상태를 확인하십시오.
3. 배선도에 따라 안전 인터페이스의 배선을 확인하십시오.",비상 정지,Customer,,,
11011,공정 제어 평가 결과가 정상 범위가 아닐 경우 이 메시지가 활성화됩니다.,공정 제어,1. 현재 측정된 곡선과 기준 곡선 간 편차 발생,"1. 용접 비드 품질을 확인하십시오.
2. 재질의 오염 여부 및 특성을 확인하십시오.
3. Monitoring메뉴에서Process Control서브메뉴를 열어 어떤 공정 파라미터가 설정 한계를 벗어나는지 확인하십시오.
4. 다시 용접을 수행하십시오.
5. 필요 시 기준 용접을 새로 수행하고 개별 센서의 허용 오차를 조정하십시오.",공정 제어,LSS Controller,,,
11013,상부 프레셔 피스의 유지보수가 필요할 경우 이 메시지가 활성화됩니다.,상부 프레셔 피스 유지보수,1. 상부 프레셔 피스의 설정된 스트로크 횟수에 도달했으나 유지보수가 수행되지 않음,"1. 상부 프레셔 피스의 유지보수를 수행하십시오.
2. 상부 프레셔 피스 카운터를 리셋하십시오.
3. 필요 시 상부 프레셔 피스 유지보수 카운터의 한계값을 재설정하십시오.",프레셔 피스,Picker,,,
11014,하부 프레셔 피스의 유지보수가 필요할 경우 이 메시지가 활성화됩니다.,하부 프레셔 피스 유지보수,1. 하부 프레셔 피스의 설정된 스트로크 횟수에 도달했으나 유지보수가 수행되지 않음,"1. 하부 프레셔 피스의 유지보수를 수행하십시오.
2. 하부 프레셔 피스 카운터를 리셋하십시오.
3. 필요 시 하부 프레셔 피스 유지보수 카운터의 한계값을 재설정하십시오.",프레셔 피스,Picker,,,
11015,상부 프레셔 피스의 안전 회로가 차단되면 이 메시지가 활성화됩니다.,상부 프레셔 피스 안전 회로,"1. 상부 프레셔 피스가 제거됨
2. 상부 프레셔 피스와 안전 제어 간 접촉 불량","1. 상부 프레셔 피스를 레이저 용접 툴에 다시 장착하십시오.
2. 상부 프레셔 피스의 안전 회로 기능을 점검하십시오.
3. 상부 프레셔 피스의 손상 여부를 확인하십시오.",프레셔 피스,Picker,,,
11016,하부 프레셔 피스의 안전 회로가 차단되면 이 메시지가 활성화됩니다.,하부 프레셔 피스 안전 회로,"1. 하부 프레셔 피스가 제거됨
2. 하부 프레셔 피스와 안전 제어 간 접촉 불량","1. 하부 프레셔 피스를 레이저 용접 툴에 다시 장착하십시오.
2. 하부 프레셔 피스의 안전 회로 기능을 점검하십시오.
3. 하부 프레셔 피스의 손상 여부를 확인하십시오.",프레셔 피스,Picker,,,
11017,흡입 장치에서 경고가 발생하면 이 메시지가 활성화됩니다. 자세한 정보는External메뉴의Suction탭에서 확인할 수 있습니다.,흡입 시스템 출력,"1. 필터 오염도가 85%를 초과함
2. 흡입 장치에 외부 압축 공기가 연결되지 않음","1. External메뉴의Suction탭을 열어 경고 원인을 확인하십시오.
2. 필터를 교체하십시오.
3. 필요 시 외부 압축 공기를 연결하십시오.",필터,Fumator,,,
11018,흡입 장치의 집진통을 비워야 할 경우 이 메시지가 활성화됩니다.,"집진통, 흡입 장치",1. 흡입 장치 유지보수 카운터의 설정된 한계값에 도달함,"1. 필요 시 흡입 장치의 집진통을 점검하고 비우십시오. (분진 취급 시 안전 지침을 준수하십시오)
2. 흡입 장치 유지보수 카운터를 리셋하십시오.
3. 필요 시 카운터의 한계값을 조정하십시오.",집진통,Fumator,,,
11201,예비 레이저 다이오드 회로의 50% 이상이 고장 상태일 경우 이 메시지가 활성화됩니다.,레이저 다이오드 회로,1. 레이저 다이오드 고장,1. 해당 IPG 서비스 부서에 문의하십시오.,레이저 모듈,LSS Controller,,,
11203,레이저 칠러의 운전 파라미터 중 하나 이상이 기술 사양 범위를 벗어나면 이 메시지가 활성화됩니다.,레이저 칠러,1. 레이저 칠러의 운전 파라미터가 기술 사양 범위를 벗어남,1. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.,LCI Chiller,LCI Chiller,,,
11221,바이오사이드 처리 및 냉각수 교체가 곧 필요할 경우 이 메시지가 활성화됩니다.,냉각수 관리 필요,1. 레이저 칠러 유지보수까지 남은 일수를 나타내는 카운터가 0에 도달함,"1. 냉각수를 교체하십시오.
2. 바이오사이드를 사용하십시오.
3. 두 유지보수 작업을 모두 수행한 후 남은 일수 카운터를 리셋하십시오.",냉각수,LCI Chiller,,,
11225,제어 보드 IG412에 SD 카드가 장착되어 있지 않거나 정상적으로 동작하지 않을 경우 이 메시지가 활성화됩니다.,SD 카드,"1. SD 카드 미장착
2. SD 카드 고장",1. 해당 IPG 서비스 부서에 문의하십시오.,MCU,LSS Controller,,,
11229,용접 툴 내부의 냉각수 유량이 너무 낮을 경우 이 메시지가 활성화됩니다.,용접 툴 냉각수 유량,"1. 물 공급 라인이 연결되지 않음
2. 레이저 칠러가 꺼져 있거나 이상 발생
3. 튜브 패키지 또는 용접 툴 내부의 호스가 꺾이거나 눌림
4. 냉각수 호스 막힘","1. 모든 연결부(커넥터)를 확인하십시오.
2. 레이저 칠러를 켜고 이상 여부를 확인하십시오.
3. 모든 냉각수 호스의 꺾임, 눌림 및 막힘 여부를 확인하고 필요 시 조치하십시오.",냉각 호스,LSS Controller,,,
11229,용접 툴 내부의 냉각수 유량이 너무 낮을 경우 이 메시지가 활성화됩니다.,용접 툴 냉각수 유량,"1. 물 공급 라인이 연결되지 않음
2. 레이저 칠러가 꺼져 있거나 이상 발생
3. 튜브 패키지 또는 용접 툴 내부의 호스가 꺾이거나 눌림
4. 냉각수 호스 막힘","1. 모든 연결부(커넥터)를 확인하십시오.
2. 레이저 칠러를 켜고 이상 여부를 확인하십시오.
3. 모든 냉각수 호스의 꺾임, 눌림 및 막힘 여부를 확인하고 필요 시 조치하십시오.",냉각 호스,Picker,,,
11229,용접 툴 내부의 냉각수 유량이 너무 낮을 경우 이 메시지가 활성화됩니다.,용접 툴 냉각수 유량,"1. 물 공급 라인이 연결되지 않음
2. 레이저 칠러가 꺼져 있거나 이상 발생
3. 튜브 패키지 또는 용접 툴 내부의 호스가 꺾이거나 눌림
4. 냉각수 호스 막힘","1. 모든 연결부(커넥터)를 확인하십시오.
2. 레이저 칠러를 켜고 이상 여부를 확인하십시오.
3. 모든 냉각수 호스의 꺾임, 눌림 및 막힘 여부를 확인하고 필요 시 조치하십시오.",냉각 호스/펌프,LCI Chiller,,,
11333,레이저 칠러의 수조 내 냉각수 수위가 낮을 경우 이 메시지가 활성화됩니다.,냉각수 수위,"1. 냉각수 회로 누수
2. 증발","1. 냉각수 회로에 누수 여부를 확인하고 누수를 제거하십시오.
2. 레이저 칠러의 냉각수 수위를 확인하고 필요 시 보충하십시오.",물 탱크/냉각 호스,LCI Chiller,,,
11345,증발 온도 및 이에 따른 증발 압력이 위험 범위에 들어가면 이 메시지가 활성화됩니다.,냉각 회로 냉매 압력 저하,"1. 팽창 밸브 이상
2. 냉매 부족
3. 냉매 수분 함량 과다
4. 냉각수 유량 설정 불량
5. 외부 온도가 낮아 응축 압력이 과도하게 낮음
6. 증발기 오염","1. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
2. 경고가 자동 해제되지 않을 경우 아래 절차를 수행하십시오.
3. 냉매 충전량이 충분한지 확인하십시오. 부족한 경우, 전문 냉동 기술자를 통해 누수 점검 후 냉매를 보충하십시오.
4. 냉매 내 수분 함량을 확인하고 필요 시 건조 필터(드라이어)를 교체하십시오.
5. 냉각수 유량을 확인하고, 기술 사양에 맞는 유량이 증발기를 통과하도록 설정하십시오.
6. 제품 기술 사양에 정의된 운전 조건을 준수하십시오.
7. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",냉각 호스/공업용수,Customer,,,
11345,증발 온도 및 이에 따른 증발 압력이 위험 범위에 들어가면 이 메시지가 활성화됩니다.,냉각 회로 냉매 압력 저하,"1. 팽창 밸브 이상
2. 냉매 부족
3. 냉매 수분 함량 과다
4. 냉각수 유량 설정 불량
5. 외부 온도가 낮아 응축 압력이 과도하게 낮음
6. 증발기 오염","1. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
2. 경고가 자동 해제되지 않을 경우 아래 절차를 수행하십시오.
3. 냉매 충전량이 충분한지 확인하십시오. 부족한 경우, 전문 냉동 기술자를 통해 누수 점검 후 냉매를 보충하십시오.
4. 냉매 내 수분 함량을 확인하고 필요 시 건조 필터(드라이어)를 교체하십시오.
5. 냉각수 유량을 확인하고, 기술 사양에 맞는 유량이 증발기를 통과하도록 설정하십시오.
6. 제품 기술 사양에 정의된 운전 조건을 준수하십시오.
7. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",냉매/팽창 밸브,LCI Chiller,,,
11346,레이저 또는 광학 회로 중 하나의 냉각수 온도가 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,레이저 회로 냉각수 온도,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염","1. 냉각수가 설정 온도에 도달할 때까지 기다리십시오.
2. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",냉각 호스/냉각수 밸브,LCI Chiller,,,
11346,레이저 또는 광학 회로 중 하나의 냉각수 온도가 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,레이저 회로 냉각수 온도,"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염","1. 냉각수가 설정 온도에 도달할 때까지 기다리십시오.
2. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
3. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",스트레이너/냉각수 밸브,LSS Controller,,,
11347,레이저 또는 광학 회로 중 하나의 냉각수 압력이 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,레이저 회로 냉각수 압력,"1. 레이저 칠러의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
3. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",냉각 호스/냉각수 밸브,LCI Chiller,,,
11347,레이저 또는 광학 회로 중 하나의 냉각수 압력이 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,레이저 회로 냉각수 압력,"1. 레이저 칠러의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.
3. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.",스트레이너/냉각수 밸브,LSS Controller,,,
11348,냉각수 유입 온도가 위험 범위에 있을 경우 이 메시지가 활성화됩니다.,유입 온도 (플로우 히터),"1. 레이저 칠러 또는 냉각 대상 장치의 밸브가 닫혀 있거나 완전히 열리지 않음
2. 스트레이너(필터) 오염
3. 플로우 히터 퓨즈 단선","1. 레이저 칠러 및 냉각 대상 장치의 모든 밸브가 열려 있는지 확인하십시오.
2. 스트레이너의 오염 여부를 확인하고 필요 시 청소하십시오.
3. 전기 캐비닛 내 플로우 히터의 퓨즈를 확인하고 필요 시 교체하십시오.
4. 레이저 칠러에서 발생한 다른 메시지를 확인하십시오.",냉각 호스/냉각수 밸브/히터,LCI Chiller,,,
